Id,IsDeleted,CaseNumber,ContactId,AccountId,EntitlementId,SourceId,BusinessHoursId,ParentId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,RecordTypeId,Status,Reason,Origin,Language,Subject,Priority,Description,IsClosed,ClosedDate,IsEscalated,HasCommentsUnreadByOwner,HasSelfServiceComments,OwnerId,SlaStartDate,SlaExitDate,IsStopped,StopStartDate,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ContactPhone,ContactMobile,ContactEmail,ContactFax,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,DB_Case_Duration_Hours__c,DB_Hours__c,DateTime_Closed_c__c,DateTime_Opened_c__c,external_id__c,Source__c,Indicator__c,Duration__c,Payment_Billing__c,Last_Payment__c
5008c00001HA1LWAA1,,00001494,,0018c00002FHQiIAAX,,,01m8c000001II9MAAW,,,,,,,0128c000002iLr9AAE,New,,,,TWEET FROM: MarkKingston,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.412,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LXAA1,,00001495,,0018c00002FHQoaAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Can you expedite my order?,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.413,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LYAA1,,00001496,,0018c00002FHQWNAA5,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Closed,,,,Turbine is spinning but no energy is being produced,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.414,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LZAA1,,00001497,,0018c00002FHQufAAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,Facebook Message from: Lauren Boyle,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.415,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LaAAL,,00001498,,0018c00002FHR1XAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,How do I diagnose this product issue?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.416,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LbAAL,,00001499,,0018c00002FHQZ1AAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Waiting on customer,,,,How do I set up auto-payment?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.417,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LiAAL,,00001506,,0018c00002FHQtaAAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,Customer service hours of operation.,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.424,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LcAAL,,00001500,,0018c00002FHRCsAAP,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Escalated,,,,Can't understand instructions,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.418,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Escalated.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LjAAL,,00001507,,0018c00002FHR5kAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,Please send shipping confirmation.,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.425,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LdAAL,,00001501,,0018c00002FHRAMAA5,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,New,,,,How do I use your mobile app?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.419,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LeAAL,,00001502,,0018c00002FHRK0AAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,I'd like to pay my invoice,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.420,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LfAAL,,00001503,,0018c00002FHQwCAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Waiting on customer,,,,Turbine not reaching operating speed,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.421,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LgAAL,,00001504,,0018c00002FHR93AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,New,,,,Twitter Message: Help!  I'm having setup trouble.,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.422,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LhAAL,,00001505,,0018c00002FHQdIAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Bill payment clarification.,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.423,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LkAAL,,00001508,,0018c00002FHQa1AAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,I received the wrong invoice.,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.426,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LlAAL,,00001509,,0018c00002FHRK0AAP,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,How do I sign up for your email newsletter?,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.427,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LmAAL,,00001510,,0018c00002FHQhXAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,How do I troubleshoot a product issue?,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.428,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LnAAL,,00001511,,0018c00002FHRI7AAP,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,Where do I get your mobile app?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.429,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LoAAL,,00001512,,0018c00002FHRQtAAP,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Researching,,,,Installation instructions tough to understand,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.430,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LpAAL,,00001513,,0018c00002FHQd4AAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Purchase order question,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.431,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LqAAL,,00001514,,0018c00002FHQzlAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,How do I upgrade my service?,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.432,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1M0AAL,,00001524,,0018c00002FHQqMAAX,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,,,Changing my password,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.442,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LrAAL,,00001515,,0018c00002FHQstAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Please change my contact information.,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.433,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LsAAL,,00001516,,0018c00002FHRR5AAP,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Where can I download your mobile app?,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.434,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LtAAL,,00001517,,0018c00002FHQc7AAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Researching,,,,Security Token,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.435,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LuAAL,,00001518,,0018c00002FHRMaAAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,How do I enable automatic payment?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.436,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LvAAL,,00001519,,0018c00002FHQrDAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,Clarification of charges on my bill,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.437,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LwAAL,,00001520,,0018c00002FHQu4AAH,,,01m8c000001II9MAAW,,,,,,Technical Issue - Advanced,0128c000002iLr9AAE,On Hold,,,,Need information,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.438,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Researching.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LxAAL,,00001521,,0018c00002FHRMRAA5,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Escalated,,,,Shipping container appears damaged,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.439,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Escalated.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LyAAL,,00001522,,0018c00002FHQcKAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,Can I access your community from my mobile device?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.440,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1LzAAL,,00001523,,0018c00002FHQm5AAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Waiting on customer,,,,Facebook Message from: Larry Baxter,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.441,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1M1AAL,,00001525,,0018c00002FHQt5AAH,,,01m8c000001II9MAAW,,,,,,Billing Issue,0128c000002iLr9AAE,Closed,,,,Billing Issue address,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.443,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1M2AAL,,00001526,,0018c00002FHRHIAA5,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Escalated,,,,Storage space,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.444,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Escalated.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1M3AAL,,00001527,,0018c00002FHQljAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Where do I send my check?,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.445,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1M4AAL,,00001528,,0018c00002FHR6BAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Billing address change,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.446,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1M5AAL,,00001529,,0018c00002FHQjQAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Does your app work on my mobile device?,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.447,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1M6AAL,,00001530,,0018c00002FHQumAAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Need guidance getting started with my installation,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.448,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1M7AAL,,00001531,,0018c00002FHR2OAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,How do I change my communication preferences?,Medium,,1,2022-03-30T02:42:32.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.449,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1MKAA1,,00001544,,0018c00002FHQXpAAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,Was our last payment correct?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:32.000+0000,,,,,1,,,,,,,,W_Case.462,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
